"neighborhood_id","age","education","income","ethnicity","length_res","physical_disorder","perceived_collective_efficacy","boundary","facilities","names","art","playgrounds","leadership"
1,55.3835705454505,1,2,"W",7.70607417865279,3,2.2258550703946,57.4090001127427,3.87904870689558,0,0,1,0
1,35.7284048942349,1,5,"Me",6.92108898454333,2,3.8457315401893,67.2426223915645,3.87904870689558,0,0,1,0
1,21.689234316182,1,1,"B",7.85362663683812,4,1.73931712118122,50.651539325793,3.87904870689558,0,0,1,0
1,42.7195521962373,0,1,"A",3.20263037019924,5,2.64545759692602,61.2500274582817,3.87904870689558,0,0,1,0
1,37.9166295634143,0,2,"Me",1.00791502156473,2,2.92644398086352,69.7541905401908,3.87904870689558,0,0,1,0
1,40.0864627884983,0,1,"B",3.22337076238703,3,1.83134857557564,47.1851788496103,3.87904870689558,0,0,1,0
1,45.779206016895,0,2,"Me",10.4031525677268,3,2.36525173509109,36.7704888724478,3.87904870689558,0,0,1,0
1,34.4400995231139,1,5,"Me",8.1660157731309,1,2.97115844707169,47.6064843286188,3.87904870689558,0,0,1,0
1,49.6656482277825,1,1,"W",4.12423772924796,3,3.67069596873393,47.8595876001462,3.87904870689558,0,0,1,0
1,36.6927015727187,0,3,"A",2.52767187141466,2,1.34945345657489,51.5168050450932,3.87904870689558,0,0,1,0
1,44.9767294587355,0,2,"B",8.64875071556282,3,2.65024576078873,67.1230497731928,3.87904870689558,0,0,1,0
1,56.4525851972402,1,2,"Me",5.65918521352896,3,3.75640643854548,46.7385610749465,3.87904870689558,0,0,1,0
1,46.527722362507,0,5,"W",5.22499858082382,1,2.46119084002241,53.7300465580492,3.87904870689558,0,0,1,0
1,35.1110262170316,0,4,"W",-1.42125545154974,2,3.22729192167294,47.7231593510447,3.87904870689558,0,0,1,0
1,57.2321142767664,0,1,"Me",9.41291670954936,2,3.49222857006443,50.2045070852503,3.87904870689558,0,0,1,0
1,54.9025578394318,1,5,"B",2.48669718142315,2,3.26783501533168,53.1405766350626,3.87904870689558,0,0,1,0
1,48.225954392621,1,2,"Me",6.18652960355412,4,3.65325767947138,63.2821469603699,3.87904870689558,0,0,1,0
1,43.5809760266716,1,5,"B",7.65926502997422,1,2.87729133902262,51.2131837749078,3.87904870689558,0,0,1,0
1,30.5814088594094,1,2,"B",8.60312765533575,5,2.58632348640788,57.1284232003111,3.87904870689558,0,0,1,0
1,60.4097867279501,1,2,"B",8.95041704388034,5,0.356851047971022,57.7886002978353,3.87904870689558,0,0,1,0
1,30.9961061927931,1,4,"A",4.42087874550261,3,2.90705898152053,59.1477327085563,3.87904870689558,0,0,1,0
1,72.8099948952486,1,3,"W",6.65172874795856,3,3.43028469635999,44.2560544781562,3.87904870689558,0,0,1,0
1,62.9891593927778,0,4,"A",-1.26631883132764,5,3.53539884086815,66.2688121419468,3.87904870689558,0,0,1,0
1,36.4644946134928,1,3,"B",4.92527061941952,1,2.44472164868675,46.1904326070599,3.87904870689558,0,0,1,0
1,24.6036864953983,1,3,"W",7.66537295420133,4,4.77950290977515,48.9421583235025,3.87904870689558,0,0,1,0
1,29.3439015445105,0,3,"A",3.98770654599896,2,3.28642441962882,64.0405026771417,3.87904870689558,0,0,1,0
1,43.8532556373479,0,5,"A",1.90786683603002,5,3.12631585845889,62.9408390614558,3.87904870689558,0,0,1,0
1,36.2996218230644,1,3,"W",6.29249951669468,4,4.27226677946852,39.1000812758876,3.87904870689558,0,0,1,0
1,34.786861009034,1,2,"A",5.62672220545862,5,2.28153377868074,41.2692899958254,3.87904870689558,0,0,1,0
1,25.7257214910248,0,3,"W",0.355279228793759,1,2.54966137607529,36.4192094062939,3.87904870689558,0,0,1,0
1,39.3245841278662,0,1,"A",1.47859334457897,2,5.39745248004976,51.8184719261983,3.87904870689558,0,0,1,0
1,28.2264329581439,1,5,"B",8.53644561304357,3,3.01112918722089,51.6484086791847,3.87904870689558,0,0,1,0
1,14.9808709511779,1,1,"B",3.74207167327911,1,4.63356842140831,53.6411468735506,3.87904870689558,0,0,1,0
1,34.2966021956836,0,4,"A",-0.557725899045631,1,1.56149335508548,55.5215771421856,3.87904870689558,0,0,1,0
1,53.7849491359115,1,2,"Me",6.45777942055057,3,2.8094831979571,43.9810715401498,3.87904870689558,0,0,1,0
1,31.3697955608741,1,2,"Me",3.58426222015916,2,3.37842390363683,40.0630140890129,3.87904870689558,0,0,1,0
1,49.1194648333755,0,4,"W",7.54021577314612,4,3.3000385452058,60.267850560749,3.87904870689558,0,0,1,0
1,15.7317593756625,1,1,"B",7.77731177609334,5,1.99436374048916,57.5106130260632,3.87904870689558,0,0,1,0
1,39.1665705171319,1,4,"A",4.03750825718044,3,3.01925927462537,34.908334626713,3.87904870689558,0,0,1,0
1,47.7911080591519,0,5,"A",1.09707909905943,4,1.92257934688802,49.0485254915071,3.87904870689558,0,0,1,0
1,44.5173004325007,0,5,"B",12.3787040309646,5,3.71270332524428,41.040521772435,3.87904870689558,0,0,1,0
1,41.5851429122341,1,3,"Me",7.33509501127051,3,4.08477508986065,29.2924892945804,3.87904870689558,0,0,1,0
1,30.3894098754194,0,5,"Me",7.06964273783863,1,0.775012303512587,51.5012013118814,3.87904870689558,0,0,1,0
1,27.2544348094963,0,5,"Me",-0.113396646417257,5,4.23569346230014,49.2078829074141,3.87904870689558,0,0,1,0
1,24.6380681409263,1,3,"Me",8.31611640405062,2,1.75895550319151,49.0263073248692,3.87904870689558,0,0,1,0
1,41.7646989565019,1,1,"B",4.05844155594225,4,3.45476926898263,52.1615254180123,3.87904870689558,0,0,1,0
1,25.787880787228,0,3,"W",3.95992176356384,2,3.65990263814261,58.8246516439659,3.87904870689558,0,0,1,0
1,32.64163834449,0,4,"A",8.11532143189459,1,2.80011017189857,52.0559750448339,3.87904870689558,0,0,1,0
1,36.1586171170263,0,2,"W",3.46530543811642,5,2.35488604314021,43.8356415712647,3.87904870689558,0,0,1,0
1,67.6579300784831,0,5,"A",8.04358474906484,2,3.16532102124205,42.6520074807872,3.87904870689558,0,0,1,0
1,30.2207514745681,1,1,"Me",6.83509813302017,5,3.43881870071445,48.6819720695882,3.87904870689558,0,0,1,0
1,43.5307985842729,1,4,"A",2.68324995997858,1,3.8833028199487,53.1001698657895,3.87904870689558,0,0,1,0
1,41.1694127434557,1,3,"A",7.04274674716119,1,0.947663016098047,39.6031964729796,3.87904870689558,0,0,1,0
1,25.5721504880481,1,1,"A",4.37724956706304,2,1.36362073194098,48.1569113115762,3.87904870689558,0,0,1,0
1,38.930378708146,1,2,"W",7.51227952183791,4,4.43040234118818,59.6726726016791,3.87904870689558,0,0,1,0
1,61.6682628763502,1,3,"B",4.12437885221382,2,4.04662884711155,48.9171990876551,3.87904870689558,0,0,1,0
1,46.7725607961882,0,3,"B",5.96180324067589,1,3.43528894890768,43.0157933240561,3.87904870689558,0,0,1,0
1,40.6184938298941,1,1,"A",0.890672717412047,1,3.71517840711106,47.2405483157446,3.87904870689558,0,0,1,0
1,33.6625475149056,1,2,"A",5.87368897478053,1,3.917174917641,61.1464854536198,3.87904870689558,0,0,1,0
1,9.20129167689227,0,1,"Me",9.15663640574529,4,0.339077201534319,55.5004396121414,3.87904870689558,0,0,1,0
1,56.9700582012126,1,2,"B",5.50713570695822,1,4.11027709663882,62.3667580008161,3.87904870689558,0,0,1,0
1,18.0903989361277,0,2,"W",8.20676385252567,3,2.51501240343768,51.3909785716177,3.87904870689558,0,0,1,0
1,51.09921266316,1,2,"A",0.242332522363816,2,3.2306168306312,54.1027509649043,3.87904870689558,0,0,1,0
1,68.6365535382622,1,5,"Me",3.84844972407875,1,2.70484219911642,44.4154308765187,3.87904870689558,0,0,1,0
1,18.341602585423,0,4,"W",7.59450325283819,1,3.87196495407874,56.0537066893033,3.87904870689558,0,0,1,0
1,50.5267650306207,0,4,"W",6.68375102328282,5,2.65152755104439,44.9366645781076,3.87904870689558,0,0,1,0
1,36.067037658963,0,5,"Me",0.680488823289161,5,3.51850376588825,35.7943449530426,3.87904870689558,0,0,1,0
1,16.4178376128177,1,4,"A",1.98150155986308,4,2.60931502136102,51.2799296568413,3.87904870689558,0,0,1,0
1,17.2799851932737,1,1,"A",2.17893492033768,4,1.90721279089849,69.4585121773144,3.87904870689558,0,0,1,0
1,15.9769573963811,0,2,"B",5.16035399646134,4,4.21001051044026,58.0091433957306,3.87904870689558,0,0,1,0
2,57.4788008491939,1,2,"B",6.57474283795787,3,3.146708484145,74.8799787722146,4.53964502103344,0,0,0,1
2,45.3828358463973,1,2,"W",6.86609970761318,4,4.62362120768023,54.3109892811499,4.53964502103344,0,0,0,1
2,30.8716423252566,1,2,"B",4.70994178037988,1,3.91120967677132,51.8875310932983,4.53964502103344,0,0,0,1
2,36.9663871733457,0,4,"A",4.77421040705382,4,3.14245843204579,36.5775687471655,4.53964502103344,0,0,0,1
2,35.9012783978211,1,5,"Me",8.0574712079927,2,1.61051647601184,50.0285604762223,4.53964502103344,0,0,0,1
2,32.9695033032687,0,2,"W",7.13480576745873,1,2.13396225532789,47.7867384683312,4.53964502103344,0,0,0,1
2,50.5625092589457,1,3,"W",7.97078673813269,5,2.83671506777071,49.8895417019063,4.53964502103344,0,0,0,1
2,22.0395474645188,0,1,"W",12.148780085691,3,5.55302611346059,44.2458235872883,4.53964502103344,0,0,0,1
2,52.9954919816916,1,4,"A",6.99324759108226,4,1.13977242578159,43.131843475573,4.53964502103344,0,0,0,1
2,52.9622872933884,1,3,"W",5.62214347215592,4,4.13105465184602,42.7922636817988,4.53964502103344,0,0,0,1
2,22.0206646139688,1,3,"A",-1.63189933172686,1,2.47276574276608,47.8549548460023,4.53964502103344,0,0,0,1
2,49.592379968508,0,3,"W",13.0751420097383,4,4.66599089998742,63.6813264802863,4.53964502103344,0,0,0,1
2,76.4533997851676,0,2,"W",3.55196953461108,4,1.8607993600266,60.4908662655933,4.53964502103344,0,0,0,1
2,31.6417677708759,1,4,"B",12.1242041452862,3,3.14362323466275,46.4002488205694,4.53964502103344,0,0,0,1
2,52.6735636211211,1,4,"B",6.12393070401496,1,1.90044905829725,33.1408354546126,4.53964502103344,0,0,0,1
2,28.2669723157089,1,2,"B",9.61529059669038,5,3.90351642636168,41.5541657146405,4.53964502103344,0,0,0,1
2,56.660671273042,0,3,"A",4.67086903647128,4,4.48377948873809,45.4223946675949,4.53964502103344,0,0,0,1
2,43.7473707988984,1,1,"Me",6.53441226409438,3,4.95072100640115,51.036380042283,4.53964502103344,0,0,0,1
2,64.7787308743475,1,4,"B",5.64187393892679,4,3.79760065758952,43.3739272429919,4.53964502103344,0,0,0,1
2,18.1154390719463,1,1,"A",4.44163790187951,4,4.84326625457782,70.0668069083189,4.53964502103344,0,0,0,1
2,39.2305317081196,1,1,"B",4.63881852613252,4,4.24642390866165,47.2773246558165,4.53964502103344,0,0,0,1
2,32.096122358116,1,4,"B",8.03850300753276,3,2.86812508817598,37.8605552976049,4.53964502103344,0,0,0,1
2,37.0410269638555,1,3,"W",4.3956255590855,3,3.4770372382847,48.5873824271749,4.53964502103344,0,0,0,1
2,30.5563188597099,1,5,"B",-1.1130474833224,3,2.02800578852407,39.9462241840659,4.53964502103344,0,0,0,1
2,27.492346291975,1,2,"A",4.41233225351052,4,2.81479783059901,51.5615570727533,4.53964502103344,0,0,0,1
2,48.6808356192467,0,5,"Me",6.61937181660882,3,4.22096370834882,52.3363361408987,4.53964502103344,0,0,0,1
2,23.6862892888461,0,2,"A",6.84936714905432,3,3.54128414348235,53.5558761162838,4.53964502103344,0,0,0,1
2,62.2604639733442,1,4,"W",6.8497034524323,2,3.45735733162533,33.7814174087579,4.53964502103344,0,0,0,1
2,22.2069012202937,1,2,"Me",-0.0763045626072438,4,1.96186896031279,52.2071129097065,4.53964502103344,0,0,0,1
2,41.5161872709292,1,2,"Me",6.10622617403358,4,2.39548676966588,53.1045008054165,4.53964502103344,0,0,0,1
2,47.9948393023972,0,4,"Me",7.90357762984119,2,2.23539398624643,35.7889155249551,4.53964502103344,0,0,0,1
2,48.8010300863894,1,4,"W",8.82973604440297,4,3.3952958700135,59.5536563973041,4.53964502103344,0,0,0,1
2,35.4738000420043,0,1,"A",4.32511618686765,5,2.00949236953344,57.8417087909434,4.53964502103344,0,0,0,1
2,41.192529929926,1,3,"Me",4.0343222414516,4,3.56204139009905,72.9961936115445,4.53964502103344,0,0,0,1
2,54.4189622771452,1,1,"B",9.46351349563412,1,1.88358358806646,51.5670298737573,4.53964502103344,0,0,0,1
2,18.1530112438536,1,3,"A",-0.00378413733795924,5,4.82853045813536,50.46733527518,4.53964502103344,0,0,0,1
2,28.2739043270188,1,3,"W",3.68951006926063,3,3.4605913494781,50.9658583408244,4.53964502103344,0,0,0,1
2,44.8060347147492,0,3,"Me",6.37238623807236,3,2.29899638774673,50.697662309003,4.53964502103344,0,0,0,1
2,33.3282703249451,0,5,"B",0.146678703856321,1,3.24104593250122,31.5152722466233,4.53964502103344,0,0,0,1
2,60.550059909565,1,2,"B",5.83888358729527,1,2.64754680077204,33.2887294135776,4.53964502103344,0,0,0,1
2,50.0988079503225,1,1,"Me",10.6335920631566,3,3.37114795975966,49.224610332088,4.53964502103344,0,0,0,1
2,41.0825012862213,1,5,"Me",4.98781803969098,4,3.2435327187603,44.189326194335,4.53964502103344,0,0,0,1
2,17.3836402369498,1,3,"Me",4.16463792510924,4,1.98588582733853,50.5473652505743,4.53964502103344,0,0,0,1
2,40.3915033798936,0,3,"W",6.42473514210216,3,2.20868612118053,28.8879162673947,4.53964502103344,0,0,0,1
2,35.2537619770451,1,3,"W",4.16278348763808,5,3.29959368473956,35.0130174547324,4.53964502103344,0,0,0,1
2,38.464802297191,1,3,"A",7.44020112223719,1,4.63905190875156,38.9851656106126,4.53964502103344,0,0,0,1
2,22.2766115941647,0,1,"Me",7.71330639334909,5,4.08461700867092,59.8605822106025,4.53964502103344,0,0,0,1
